Time,Position,Velocity1,Acceleration1,Angle2,Velocity2,Acceleration2
7.45,0.8319465,0.265158055556,0.861152314815,0.820304748437,5.37173558669,7.02979837609
7.5,0.8463525,0.300125,0.551499537037,1.09955742876,5.65292752174,3.16206256457
7.55,0.8624735,0.320609722222,0.228613734568,1.3962634016,5.69171261623,-0.716446884306
7.6,0.879109,0.323563333333,-0.100253395062,1.67551608191,5.55596478552,-4.22865266301
7.65,0.895573,0.309081111111,-0.397202469136,1.95476876223,5.29416539772,-8.20412484811
7.7,0.9104935,0.281545833333,-0.648788734568,2.21656815003,4.77056662212,-12.7398261758
7.75,0.924042,0.244196944444,-0.889841512346,2.44346095279,3.98516845872,-16.7045247236
7.8,0.9355325,0.192556388889,-1.11803179012,2.61799387799,3.07371873823,-20.1413150408
7.85,0.9437645,0.129768333333,-1.28556188272,2.75762021815,1.98773609255,-23.6265867261
7.9,0.948738,0.0606919444444,-1.37395848765,2.82743338823,0.678739153553,-26.3307697029
7.95,0.9499385,-0.0109569444444,-1.37856358025,2.82743338823,-0.70782797442,-27.6182193672
8,0.9475375,-0.0802238888889,-1.30546435185,2.75762021815,-2.12348392326,-27.6505402793
8.05,0.9417065,-0.14406,-1.16741743827,2.61799387799,-3.55853241934,-25.7274460109
8.1,0.9327885,-0.199130555556,-0.978714506173,2.39110107523,-4.78026289574,-21.8812574741
8.15,0.921298,-0.2426725,-0.768574074074,2.12930168743,-5.74989025796,-17.3778770584
8.2,0.9080925,-0.275352777778,-0.56081558642,1.81514242207,-6.59346606309,-11.1561014842
8.25,0.893515,-0.299743888889,-0.329502314815,1.44862327916,-6.96192446073,-3.01123164156
8.3,0.8775655,-0.310605555556,-0.052349845679,1.09955742876,-6.87465799813,5.07977001429
8.35,0.8617875,-0.305460555556,0.240047067901,0.750491578358,-6.44802195876,13.0791957526
8.4,0.846524,-0.286595555556,0.531914660494,0.436332312999,-5.57535733276,20.8523751064
8.45,0.832461,-0.251723888889,0.805414814815,0.174532925199,-4.28575294101,26.8263570214
8.5,0.820799,-0.203418055556,1.02206589506,0,-2.77313425595,30.0799955035
8.55,0.811881,-0.14749,1.18832561728,-0.10471975512,-1.19264165553,31.044236047
8.6,0.805707,-0.0833680555556,1.31578611111,-0.12217304764,0.426636039376,29.6975313773
8.65,0.803306,-0.0135294444444,1.38401558642,-0.0523598775598,1.85198826184,26.497761082
8.7,0.804335,0.0573572222222,1.38973225309,0.0698131700798,3.09311128548,22.570770265
8.75,0.8089655,0.128720277778,1.31541558642,0.261799387799,4.16939765754,17.4479057013
8.8,0.8175405,0.192651666667,1.15301990741,0.506145483078,4.83844053747,12.2819465881
8.85,0.828688,0.245721388889,0.936157098765,0.750491578358,5.34264676583,8.08022801849
8.9,0.842408,0.2889775,0.65471712963,1.0471975512,5.65292752174,3.89466990491
8.95,0.8583575,0.314035555556,0.316481018519,1.32645023152,5.72080143709,-0.021547274716
9,0.87465,0.319561666667,-0.0073575617284,1.62315620435,5.65292752174,-3.9754721851
9.05,0.890771,0.311653611111,-0.299436882716,1.90240888467,5.3329504922,-8.0263598317
9.1,0.9063775,0.289263333333,-0.574895524691,2.16420827247,4.82874426385,-11.7324910829
9.15,0.920269,0.253057777778,-0.822458950617,2.39110107523,4.1500051103,-15.3254991417
9.2,0.9321025,0.205609444444,-1.03699274691,2.58308729295,3.33551812603,-19.4679627059
9.25,0.941192,0.148442777778,-1.22066712963,2.74016692563,2.20105411224,-23.3895667042
9.3,0.947366,0.0816530555556,-1.35162114198,2.80998009571,0.901753446864,-25.474265533
9.35,0.9495955,0.0094325,-1.39317283951,2.82743338823,-0.387850944888,-26.5031479007
9.4,0.9482235,-0.0614541666667,-1.34373425926,2.77507351067,-1.75502552562,-26.9879615818
9.45,0.94325,-0.127576944444,-1.22315493827,2.65290046303,-3.13189637997,-26.2391937854
9.5,0.9351895,-0.1860775,-1.04472083333,2.46091424531,-4.46028586621,-23.578105358
9.55,0.9242135,-0.234002222222,-0.823464660494,2.19911485751,-5.59474988,-18.5845244425
9.6,0.9111795,-0.268111666667,-0.599614814815,1.88495559215,-6.36075549616,-12.3573620496
9.65,0.8971165,-0.293265,-0.380846450617,1.55334303427,-6.84556917727,-5.44607368446
9.7,0.88151,-0.308318888889,-0.121955555556,1.18682389136,-6.96192446073,2.63954115271
9.75,0.8655605,-0.306794444444,0.161559351852,0.837758040957,-6.61285861033,11.193809215
9.8,0.850297,-0.291359444444,0.424256064815,0.506145483078,-5.79837162607,18.5899112612
9.85,0.835891,-0.262013888889,0.621491651235,0.244346095279,-4.62512251778,22.9047530231
9.9,0.823543,-0.223693166667,0.695511898148,0.0349065850399,-3.34521439966,23.594265814
9.95,0.813596,-0.18650625,0.658697623457,-0.0872664625997,-2.12348392326,21.5257274413
10,0.8065645,-0.159495,0.598016265432,-0.12217304764,-1.27990811813,19.0370172116
